node1,node2,similarity,distance
artificial intelligence,mixed-intelligence traffic,-0.0057,1.4182
distributed decision-making,mixed-intelligence traffic,0.9349,0.3609
artificial intelligence,distributed decision-making,-0.22,1.562
deep reinforcement learning,mixed-intelligence traffic,-0.1142,1.4928
deep reinforcement learning,distributed decision-making,0.0623,1.3695
deep reinforcement learning,evolutionary algorithm,0.9773,0.2133
evolutionary algorithm,mixed-intelligence traffic,-0.0728,1.4648
distributed decision-making,evolutionary algorithm,0.1176,1.3285
autonomous traffic agent,deep reinforcement learning,0.0066,1.4095
deep reinforcement learning,multi-agent learning,-0.0873,1.4747
autonomous traffic agent,evolutionary algorithm,0.0407,1.3852
evolutionary algorithm,multi-agent learning,-0.0176,1.4266
autonomous traffic agent,multi-agent learning,0.9342,0.3628
autonomous traffic agent,mixed-intelligence traffic,0.9692,0.2484
mixed-intelligence traffic,multi-agent learning,0.9741,0.2276
artificial intelligence,autonomous traffic agent,0.0839,1.3536
artificial intelligence,multi-agent learning,-0.1656,1.5268
