node1,node2,similarity,distance
corpus,user interactions,-0.2197,1.5618
corpus,multimodal travel guide application,-0.4172,1.6836
corpus,discourse state,-0.4171,1.6835
multimodal travel guide application,user interactions,-0.2492,1.5806
discourse state,user interactions,-0.0119,1.4226
discourse state,multimodal travel guide application,0.016,1.4028
computer interfaces,discourse state,-0.3619,1.6504
discourse state,language behavior,0.8889,0.4715
discourse state,interpretation problems,-0.4386,1.6962
computer interfaces,language behavior,-0.1534,1.5188
computer interfaces,interpretation problems,0.926,0.3847
interpretation problems,language behavior,-0.273,1.5956
