node1,node2,similarity,distance
online shopping,task-oriented dialogue systems,0.1301,1.319
natural language conversation,task-oriented dialogue systems,-0.1472,1.5147
NLP techniques,task-oriented dialogue systems,-0.1417,1.5111
E-commerce,task-oriented dialogue systems,0.2072,1.2592
natural language conversation,online shopping,-0.2238,1.5645
NLP techniques,online shopping,-0.1831,1.5382
E-commerce,online shopping,0.9445,0.3332
NLP techniques,natural language conversation,0.9403,0.3455
E-commerce,natural language conversation,-0.0242,1.4313
E-commerce,NLP techniques,0.059,1.3719
mobile online shopping app,task-oriented dialogue systems,0.814,0.6099
mobile online shopping app,online shopping,-0.1609,1.5238
mobile online shopping app,natural language conversation,-0.1276,1.5017
NLP techniques,mobile online shopping app,-0.0759,1.4669
E-commerce,mobile online shopping app,-0.0416,1.4433
AI bot,task-oriented dialogue systems,0.9702,0.2442
Chinese,task-oriented dialogue systems,0.1237,1.3238
AI bot,online shopping,0.0991,1.3423
Chinese,online shopping,0.1283,1.3204
AI bot,NLP techniques,-0.0575,1.4543
Chinese,NLP techniques,-0.1841,1.5389
AI bot,E-commerce,0.1846,1.277
Chinese,E-commerce,-0.012,1.4227
AI bot,mobile online shopping app,0.7326,0.7312
Chinese,mobile online shopping app,-0.0116,1.4224
AI bot,Chinese,0.2042,1.2616
human-bot conversation log,online shopping,0.0349,1.3893
human-bot conversation log,mobile online shopping app,-0.0306,1.4357
AI bot,human-bot conversation log,-0.0744,1.4658
Chinese,human-bot conversation log,-0.0803,1.4699
