node1,node2,similarity,distance
computer vision,deep learning,-0.0357,1.4392
deep learning,technological advances,-0.1109,1.4905
computer vision,technological advances,0.8315,0.5805
deep learning,low-level image processing,-0.1565,1.5209
deep learning,high-level vision tasks,-0.2222,1.5634
computer vision,low-level image processing,0.1868,1.2753
computer vision,high-level vision tasks,-0.1761,1.5337
high-level vision tasks,low-level image processing,-0.1548,1.5198
low-level image processing,technological advances,0.0012,1.4133
high-level vision tasks,technological advances,0.011,1.4064
feature representations,low-level image processing,0.9609,0.2798
feature representations,high-level vision tasks,-0.0662,1.4603
deep learning,feature representations,-0.1236,1.4991
