node1,node2,similarity,distance
deep learning,facial expressions,0.0758,1.3596
deep learning,deep network,-0.0731,1.465
deep learning,temporal appearance features,-0.4267,1.6892
deep learning,temporal geometry features,0.6865,0.7918
temporal appearance features,temporal geometry features,0.0984,1.3429
deep network,temporal appearance features,0.1336,1.3163
deep network,temporal geometry features,-0.2414,1.5757
integration method,temporal appearance features,0.0869,1.3514
facial expression recognition,temporal appearance features,0.1221,1.3251
integration method,temporal geometry features,-0.2938,1.6086
facial expression recognition,temporal geometry features,-0.1681,1.5285
deep network,integration method,0.1894,1.2733
deep network,facial expression recognition,0.888,0.4733
facial expression recognition,integration method,-0.1281,1.5021
Oulu-CASIA databases,integration method,0.7945,0.6411
Oulu-CASIA databases,facial expression recognition,-0.441,1.6977
