node1,node2,similarity,distance
Langevin MCMC,Riemannian manifold,-0.1682,1.5285
Langevin MCMC,exponential maps,-0.0925,1.4782
Euler-Murayama scheme,Langevin MCMC,-0.2079,1.5543
Riemannian manifold,exponential maps,0.0418,1.3844
Euler-Murayama scheme,Riemannian manifold,-0.2876,1.6048
Euler-Murayama scheme,exponential maps,0.0788,1.3574
Langevin MCMC,Wasserstein distance,-0.3658,1.6527
Langevin MCMC,iteration complexity,-0.1459,1.5139
Euler-Murayama scheme,Wasserstein distance,-0.1022,1.4847
Euler-Murayama scheme,iteration complexity,-0.4355,1.6944
Wasserstein distance,iteration complexity,0.902,0.4426
Langevin MCMC,Ricci curvature,-0.1759,1.5336
Ricci curvature,Wasserstein distance,-0.5076,1.7364
Ricci curvature,iteration complexity,-0.4007,1.6738
Langevin MCMC,stochastic gradient,-0.2837,1.6023
Wasserstein distance,stochastic gradient,0.2836,1.197
iteration complexity,stochastic gradient,-0.019,1.4276
Ricci curvature,stochastic gradient,-0.4001,1.6734
