node1,node2,similarity,distance
probabilistic paradigm,visual tracking,0.1647,1.2925
probabilistic paradigm,temporal fusion,-0.245,1.578
temporal fusion,visual tracking,-0.2374,1.5732
exemplars,probabilistic paradigm,-0.4236,1.6874
probabilistic mixture distributions,probabilistic paradigm,-0.2459,1.5786
exemplars,visual tracking,-0.4282,1.6901
probabilistic mixture distributions,visual tracking,0.0464,1.381
exemplars,probabilistic mixture distributions,-0.0023,1.4159
exemplars,temporal fusion,-0.2045,1.5521
probabilistic mixture distributions,temporal fusion,0.8467,0.5538
Metric Mixture,exemplars,-0.1999,1.5492
Metric Mixture,probabilistic mixture distributions,0.9401,0.3461
Metric Mixture,temporal fusion,0.8069,0.6214
binary edge images,shuffle distance,-0.2904,1.6065
