node1,node2,similarity,distance
language technology,text,0.145,1.3077
developments,text,0.8804,0.489
technology,text,-0.2552,1.5844
applications,text,0.932,0.3689
challenges,text,0.9349,0.3608
developments,language technology,-0.1153,1.4935
language technology,technology,0.0629,1.369
applications,language technology,-0.1601,1.5232
challenges,language technology,0.0841,1.3534
developments,technology,-0.2429,1.5766
applications,developments,0.9193,0.4017
challenges,developments,0.8688,0.5123
applications,technology,-0.3843,1.6639
challenges,technology,-0.2111,1.5564
applications,challenges,0.8721,0.5057
