node1,node2,similarity,distance
action outcomes,temporal uncertainty,-0.0553,1.4528
action outcomes,robust solution plans,-0.0386,1.4412
action outcomes,objective function,0.887,0.4754
robust solution plans,temporal uncertainty,-0.0537,1.4517
objective function,temporal uncertainty,-0.198,1.5479
objective function,robust solution plans,-0.1408,1.5105
iterative approaches,temporal uncertainty,0.0931,1.3468
MDP approaches,temporal uncertainty,-0.0695,1.4625
iterative approaches,robust solution plans,0.9319,0.3691
MDP approaches,robust solution plans,0.8362,0.5724
iterative approaches,objective function,-0.0405,1.4426
MDP approaches,objective function,0.1444,1.3081
MDP approaches,iterative approaches,0.8015,0.6301
