node1,node2,similarity,distance
learning,semantic segmentation,-0.0241,1.4312
learning,weakly supervised,-0.2112,1.5564
semantic segmentation,weakly supervised,0.2004,1.2646
learning,multiple instance learning,0.9711,0.2403
Semantic Texton Forest,learning,-0.1908,1.5433
Semantic Texton Forest,multiple instance learning,-0.316,1.6224
learning,multitask learning,0.975,0.2238
multiple instance learning,multitask learning,0.9712,0.2402
Semantic Texton Forest,multitask learning,-0.1866,1.5405
geometric context estimation,learning,-0.2947,1.6091
Semantic Texton Forest,semantic segmentation,0.9549,0.3003
multitask learning,semantic segmentation,-0.018,1.4269
geometric context estimation,semantic segmentation,0.1809,1.2799
Semantic Texton Forest,geometric context estimation,0.3059,1.1782
geometric context estimation,multitask learning,-0.1516,1.5176
MSRC21,learning,0.3487,1.1413
VOC2007,learning,-0.1055,1.4869
MSRC21,semantic segmentation,0.5488,0.9499
VOC2007,semantic segmentation,-0.3858,1.6648
MSRC21,multitask learning,0.2455,1.2284
VOC2007,multitask learning,-0.0766,1.4674
MSRC21,geometric context estimation,-0.3066,1.6166
VOC2007,geometric context estimation,-0.0816,1.4708
MSRC21,VOC2007,-0.3175,1.6233
