node1,node2,similarity,distance
Neural Acoustic Fields,implicit representation,-0.0473,1.4473
Neural Acoustic Fields,neural impulse response function,-0.2506,1.5815
implicit representation,neural impulse response function,-0.1833,1.5384
Neural Acoustic Fields,spatial acoustics,-0.0957,1.4803
implicit representation,spatial acoustics,-0.1596,1.5229
neural impulse response function,spatial acoustics,-0.1297,1.5031
spatial acoustics,visual learning,-0.3535,1.6453
neural impulse response function,visual learning,-0.3933,1.6693
scene structure,spatial acoustics,0.907,0.4312
scene structure,visual learning,-0.3289,1.6302
