node1,node2,similarity,distance
conditional gradient sliding,non-convex problem,-0.0733,1.4651
Nesterov's accelerated gradient method,conditional gradient sliding,0.807,0.6213
CGS,conditional gradient sliding,-0.1026,1.485
conditional gradient sliding,stochastic,-0.1687,1.5289
conditional gradient sliding,finite-sum,-0.2623,1.5889
Nesterov's accelerated gradient method,non-convex problem,0.3192,1.1669
CGS,non-convex problem,0.9633,0.2711
non-convex problem,stochastic,0.0215,1.3989
finite-sum,non-convex problem,-0.148,1.5152
CGS,Nesterov's accelerated gradient method,0.3117,1.1733
Nesterov's accelerated gradient method,stochastic,0.2598,1.2167
Nesterov's accelerated gradient method,finite-sum,-0.2253,1.5654
CGS,stochastic,0.1629,1.2939
CGS,finite-sum,-0.2483,1.5801
finite-sum,stochastic,-0.091,1.4772
Frank-Wolfe method,conditional gradient sliding,-0.0934,1.4788
conditional gradient sliding,non-convex conditional gradient sliding,-0.0032,1.4165
Frank-Wolfe method,Nesterov's accelerated gradient method,-0.1556,1.5203
Nesterov's accelerated gradient method,non-convex conditional gradient sliding,0.3938,1.1011
CGS,Frank-Wolfe method,-0.2004,1.5494
Frank-Wolfe method,non-convex conditional gradient sliding,0.008,1.4085
Frank-Wolfe method,stochastic,-0.0487,1.4483
Frank-Wolfe method,finite-sum,-0.3445,1.6398
CGS,non-convex conditional gradient sliding,0.0123,1.4055
non-convex conditional gradient sliding,stochastic,0.8802,0.4894
finite-sum,non-convex conditional gradient sliding,-0.0361,1.4395
