node1,node2,similarity,distance
biomarkers,spatio-temporal analysis,-0.0506,1.4496
rheumatoid arthritis,spatio-temporal analysis,-0.1914,1.5436
MR images,spatio-temporal analysis,-0.1185,1.4956
biomarkers,rheumatoid arthritis,0.1155,1.33
MR images,biomarkers,0.9412,0.3428
MR images,rheumatoid arthritis,-0.001,1.4149
5-dimensional feature space,spatio-temporal analysis,0.0598,1.3713
5-dimensional feature space,biomarkers,0.1172,1.3288
5-dimensional feature space,rheumatoid arthritis,-0.0833,1.4719
5-dimensional feature space,MR images,0.1023,1.34
bone lesions,spatio-temporal analysis,-0.2666,1.5916
mean shift algorithm,spatio-temporal analysis,0.2616,1.2152
MR images,bone lesions,-0.3781,1.6602
MR images,mean shift algorithm,0.2784,1.2013
bone lesions,mean shift algorithm,-0.1546,1.5196
5-dimensional feature space,bone lesions,-0.1367,1.5078
5-dimensional feature space,mean shift algorithm,0.9197,0.4008
