node1,node2,similarity,distance
Computational notebooks,Jupyter notebooks,-0.113,1.492
Computational notebooks,data scientists,-0.0605,1.4564
Computational notebooks,code generation problems,0.8919,0.4651
Computational notebooks,pandas data analysis framework,-0.4573,1.7072
Jupyter notebooks,data scientists,-0.3988,1.6726
Jupyter notebooks,code generation problems,-0.1009,1.4838
Jupyter notebooks,pandas data analysis framework,-0.0353,1.4389
code generation problems,data scientists,-0.0037,1.4168
data scientists,pandas data analysis framework,-0.2808,1.6005
code generation problems,pandas data analysis framework,-0.402,1.6745
code generation problems,multi-modal contexts,0.2269,1.2434
multi-modal contexts,pandas data analysis framework,-0.1708,1.5302
Computational notebooks,multi-modal contexts,0.0036,1.4117
Computational notebooks,Python computational notebooks,0.172,1.2869
Python computational notebooks,multi-modal contexts,0.0381,1.387
Computational notebooks,few-shot prompting strategies,-0.1094,1.4895
few-shot prompting strategies,multi-modal contexts,0.9335,0.3647
Python computational notebooks,few-shot prompting strategies,-0.165,1.5264
