node1,node2,similarity,distance
SVM optimization,runtime,0.0694,1.3643
runtime,training data,-0.3067,1.6166
empirical results,runtime,-0.3295,1.6306
runtime,subgradient descent,-0.3218,1.6259
linear kernels,runtime,0.9813,0.1933
SVM optimization,training data,-0.4324,1.6926
SVM optimization,empirical results,0.2044,1.2614
SVM optimization,subgradient descent,-0.2698,1.5936
SVM optimization,linear kernels,0.0854,1.3525
empirical results,training data,0.178,1.2822
subgradient descent,training data,0.131,1.3183
linear kernels,training data,-0.3504,1.6434
empirical results,subgradient descent,0.7172,0.7521
empirical results,linear kernels,-0.3293,1.6305
linear kernels,subgradient descent,-0.2314,1.5693
