node1,node2,similarity,distance
Temporal Graph Benchmark,benchmark datasets,0.8318,0.5801
Temporal Graph Benchmark,machine learning models,-0.1095,1.4896
Temporal Graph Benchmark,temporal graphs,-0.2001,1.5493
Temporal Graph Benchmark,node and edge-level prediction tasks,-0.1877,1.5412
benchmark datasets,machine learning models,0.215,1.253
benchmark datasets,temporal graphs,-0.4591,1.7082
benchmark datasets,node and edge-level prediction tasks,-0.1236,1.4991
machine learning models,temporal graphs,-0.5099,1.7378
machine learning models,node and edge-level prediction tasks,0.8072,0.621
node and edge-level prediction tasks,temporal graphs,-0.2167,1.5599
dynamic node property prediction,temporal graph models,-0.1431,1.512
dynamic node property prediction,temporal graphs,-0.2739,1.5962
temporal graph models,temporal graphs,-0.3007,1.6129
reproducible and accessible,temporal graphs,-0.1982,1.5481
dynamic node property prediction,reproducible and accessible,-0.1692,1.5292
reproducible and accessible,temporal graph models,0.2952,1.1872
