node1,node2,similarity,distance
Internet videos,event detection,-0.2977,1.611
event detection,semantic event search,-0.4464,1.7008
Internet videos,semantic event search,-0.2364,1.5725
concept classifiers,skip-gram model,-0.0745,1.466
labeled training videos,skip-gram model,-0.1056,1.487
concept classifiers,labeled training videos,-0.0724,1.4645
TRECVID MEDTest 2014,concept classifiers,-0.011,1.422
MEDTest 2013,concept classifiers,-0.0097,1.421
CCV datasets,concept classifiers,0.1127,1.3321
concept classifiers,state-of-the-art performances,0.1252,1.3228
MEDTest 2013,TRECVID MEDTest 2014,0.9995,0.0319
CCV datasets,TRECVID MEDTest 2014,0.8513,0.5453
TRECVID MEDTest 2014,state-of-the-art performances,0.8931,0.4623
CCV datasets,MEDTest 2013,0.8542,0.54
MEDTest 2013,state-of-the-art performances,0.894,0.4604
CCV datasets,state-of-the-art performances,0.7228,0.7446
