node1,node2,similarity,distance
human supervision,multi-task learning,-0.0733,1.4651
multi-task learning,tasks structure,-0.1606,1.5236
human supervision,tasks structure,-0.0772,1.4678
computational framework,multi-task learning,-0.0964,1.4808
computational framework,tasks structure,-0.141,1.5106
convex optimization,tasks structure,-0.0685,1.4619
block coordinate methods,tasks structure,-0.323,1.6266
alternating minimization,tasks structure,-0.1339,1.5059
global minimum,tasks structure,-0.2121,1.557
computational framework,convex optimization,-0.3064,1.6164
block coordinate methods,computational framework,-0.0417,1.4434
alternating minimization,computational framework,-0.0224,1.4299
computational framework,global minimum,0.9576,0.2913
block coordinate methods,convex optimization,-0.1056,1.487
alternating minimization,convex optimization,0.0198,1.4001
convex optimization,global minimum,-0.2266,1.5662
alternating minimization,block coordinate methods,-0.0982,1.482
block coordinate methods,global minimum,-0.0613,1.4569
alternating minimization,global minimum,0.1565,1.2988
