node1,node2,similarity,distance
associated words,multi-gram alignment,0.1844,1.2772
different languages,multi-gram alignment,0.2955,1.187
identify cognates,multi-gram alignment,0.6048,0.8891
multi-gram alignment,phonetic transcriptions,0.3699,1.1226
associated words,different languages,-0.4393,1.6966
associated words,identify cognates,-0.1742,1.5324
associated words,phonetic transcriptions,-0.126,1.5006
different languages,identify cognates,-0.1435,1.5123
different languages,phonetic transcriptions,0.2604,1.2162
identify cognates,phonetic transcriptions,0.2747,1.2044
large amounts of data,multi-gram alignment,0.2382,1.2343
associated words,large amounts of data,0.9524,0.3086
different languages,large amounts of data,-0.3335,1.6331
identify cognates,large amounts of data,-0.2597,1.5873
large amounts of data,phonetic transcriptions,-0.2233,1.5642
