node1,node2,similarity,distance
Internet,micro-profiling,-0.1925,1.5443
Internet,social networks,0.5854,0.9106
Internet,coordinated networks,0.7155,0.7544
Internet,persuasive messages,-0.1868,1.5406
micro-profiling,social networks,-0.0956,1.4803
coordinated networks,micro-profiling,-0.0998,1.4831
micro-profiling,persuasive messages,0.995,0.1001
coordinated networks,social networks,0.304,1.1798
persuasive messages,social networks,-0.0576,1.4544
coordinated networks,persuasive messages,-0.0544,1.4522
Internet,Natural Language Processing,-0.2942,1.6088
Internet,Network Analysis,-0.2118,1.5568
Internet,computational propaganda detection,-0.1684,1.5286
Natural Language Processing,micro-profiling,-0.294,1.6087
Network Analysis,micro-profiling,-0.1654,1.5267
computational propaganda detection,micro-profiling,-0.3073,1.617
Natural Language Processing,social networks,-0.0759,1.4669
Network Analysis,social networks,-0.5619,1.7674
computational propaganda detection,social networks,0.1558,1.2994
Natural Language Processing,coordinated networks,0.0859,1.3521
Network Analysis,coordinated networks,-0.3637,1.6515
computational propaganda detection,coordinated networks,0.2542,1.2213
Natural Language Processing,persuasive messages,-0.2537,1.5835
Network Analysis,persuasive messages,-0.2002,1.5493
computational propaganda detection,persuasive messages,-0.2424,1.5763
Natural Language Processing,Network Analysis,-0.1461,1.514
Natural Language Processing,computational propaganda detection,0.929,0.3768
Network Analysis,computational propaganda detection,-0.2463,1.5788
