node1,node2,similarity,distance
document summarization,snippets generation,-0.1024,1.4848
document summarization,news headlines generation,-0.1394,1.5096
news headlines generation,snippets generation,0.0962,1.3444
data reconstruction,document summarization,-0.0985,1.4822
Document Summarization based on Data Reconstruction,document summarization,-0.2396,1.5745
data reconstruction,snippets generation,0.9753,0.2223
Document Summarization based on Data Reconstruction,snippets generation,0.9436,0.3358
data reconstruction,news headlines generation,-0.0867,1.4743
Document Summarization based on Data Reconstruction,news headlines generation,0.0573,1.3731
Document Summarization based on Data Reconstruction,data reconstruction,0.9279,0.3799
document summarization,linear reconstruction,-0.2425,1.5764
document summarization,nonnegative linear reconstruction,-0.2592,1.5869
data reconstruction,linear reconstruction,0.9347,0.3614
data reconstruction,nonnegative linear reconstruction,0.9348,0.3612
Document Summarization based on Data Reconstruction,linear reconstruction,0.949,0.3194
Document Summarization based on Data Reconstruction,nonnegative linear reconstruction,0.9644,0.2669
linear reconstruction,nonnegative linear reconstruction,0.9804,0.1981
linear reconstruction,reconstruction error,-0.0929,1.4784
nonnegative linear reconstruction,reconstruction error,-0.0891,1.4759
linear reconstruction,optimization problem,0.9581,0.2894
nonnegative linear reconstruction,optimization problem,0.9663,0.2595
optimization problem,reconstruction error,-0.0368,1.44
benchmark data sets,reconstruction error,0.0648,1.3676
benchmark data sets,optimization problem,0.9871,0.1609
