node1,node2,similarity,distance
deep learning,face recognition,-0.0323,1.4368
deep learning,probabilistic view,0.012,1.4057
deep learning,temperature scalar,0.8432,0.56
deep learning,softmax function,0.9587,0.2873
probabilistic view,temperature scalar,0.2906,1.1911
probabilistic view,softmax function,0.1638,1.2932
softmax function,temperature scalar,0.8955,0.4573
Random Temperature Scaling,probabilistic view,0.1034,1.3391
Random Temperature Scaling,temperature scalar,0.9304,0.3731
Random Temperature Scaling,softmax function,0.9872,0.16
