node1,node2,similarity,distance
adversarial examples,gaussian parameters,-0.2233,1.5641
adversarial examples,constant depth,0.855,0.5385
adversarial examples,width,0.8997,0.448
adversarial examples,perturbations,0.031,1.3921
adversarial examples,outputs,-0.1579,1.5218
constant depth,gaussian parameters,-0.2237,1.5644
gaussian parameters,width,-0.0859,1.4737
gaussian parameters,perturbations,-0.0792,1.4691
gaussian parameters,outputs,0.9462,0.3281
constant depth,width,0.9711,0.2406
constant depth,perturbations,-0.1308,1.5038
constant depth,outputs,-0.1128,1.4919
perturbations,width,-0.0701,1.4629
outputs,width,-0.0058,1.4183
outputs,perturbations,-0.1389,1.5093
