node1,node2,similarity,distance
Proximity-Aware Tasks,Risk and Proximity Compass,-0.1914,1.5436
Proximity-Aware Tasks,reinforcement learning,-0.2823,1.6015
Proximity-Aware Tasks,social behaviours,0.983,0.1843
Risk and Proximity Compass,reinforcement learning,-0.2009,1.5498
Risk and Proximity Compass,social behaviours,-0.3112,1.6194
reinforcement learning,social behaviours,-0.1848,1.5394
Proximity-Aware Tasks,Social Navigation Task,0.0752,1.36
Risk and Proximity Compass,Social Navigation Task,0.9398,0.347
Social Navigation Task,reinforcement learning,-0.2371,1.573
Social Navigation Task,social behaviours,-0.0626,1.4578
Social Navigation Task,human-robot spatial interaction,0.3465,1.1432
Encounter,Social Navigation Task,-0.0232,1.4305
Encounter,human-robot spatial interaction,-0.1837,1.5386
Habitat-Matterport3D datasets,Social Navigation Task,0.9583,0.2888
Habitat-Matterport3D datasets,human-robot spatial interaction,0.3189,1.1672
Encounter,Habitat-Matterport3D datasets,-0.0672,1.4609
