node1,node2,similarity,distance
link prediction,social networks,-0.1604,1.5234
social influence,social networks,-0.2965,1.6103
link prediction,social influence,-0.1396,1.5097
heterogeneous social activities,link prediction,-0.1595,1.5228
heterogeneous social activities,social influence,-0.3042,1.615
personalized learning,social influence,-0.1065,1.4876
heterogeneous social activities,personalized learning,-0.2927,1.6079
information theory,social influence,-0.4052,1.6764
social influence,time-series signal,-0.6275,1.8042
information theory,personalized learning,-0.3852,1.6645
personalized learning,time-series signal,-0.2087,1.5548
information theory,time-series signal,0.3648,1.1271
entropy,social influence,0.9708,0.2419
entropy,information theory,-0.5658,1.7697
entropy,time-series signal,-0.6384,1.8102
entropy,link prediction,-0.1769,1.5342
graph based link prediction model,link prediction,-0.0278,1.4338
graph based link prediction model,social influence,-0.4178,1.6839
entropy,graph based link prediction model,-0.3087,1.6178
