node1,node2,similarity,distance
Conditional Random Fields,edge weights,-0.0855,1.4734
Conditional Random Fields,local inputs Χ,0.3126,1.1725
edge weights,local inputs Χ,-0.3891,1.6668
Decomposable Conditional Influence,edge weights,-0.0503,1.4494
Decomposable Conditional Influence,local inputs Χ,0.2078,1.2587
edge weights,synthetic data,-0.3724,1.6567
edge weights,large-scale fMRI,-0.0796,1.4694
edge weights,existing techniques,-0.0248,1.4317
Decomposable Conditional Influence,synthetic data,0.2972,1.1855
Decomposable Conditional Influence,large-scale fMRI,0.9446,0.3327
Decomposable Conditional Influence,existing techniques,-0.0995,1.4829
large-scale fMRI,synthetic data,0.2456,1.2284
existing techniques,synthetic data,0.1249,1.323
existing techniques,large-scale fMRI,-0.0141,1.4242
