node1,node2,similarity,distance
Relation extraction,semantic relations,0.9983,0.0589
Relation extraction,entities,-0.077,1.4677
Relation extraction,feature-based,-0.2896,1.606
Chinese relation extraction,Relation extraction,-0.1693,1.5293
entities,semantic relations,-0.051,1.4498
feature-based,semantic relations,-0.2637,1.5898
Chinese relation extraction,semantic relations,-0.175,1.5329
entities,feature-based,0.951,0.3129
Chinese relation extraction,entities,-0.0272,1.4333
Chinese relation extraction,feature-based,0.0426,1.3837
Relation extraction,correction,-0.2945,1.609
Relation extraction,inference mechanisms,-0.2566,1.5853
correction,semantic relations,-0.2896,1.606
inference mechanisms,semantic relations,-0.2259,1.5658
correction,entities,-0.1554,1.5201
entities,inference mechanisms,0.9258,0.3853
correction,feature-based,-0.1883,1.5416
feature-based,inference mechanisms,0.9594,0.285
Chinese relation extraction,correction,0.2959,1.1866
Chinese relation extraction,inference mechanisms,-0.1037,1.4858
correction,inference mechanisms,-0.2674,1.5921
ACE 2005 Chinese data set,Relation extraction,0.6693,0.8132
ACE 2005 Chinese data set,entities,0.1967,1.2675
ACE 2005 Chinese data set,feature-based,0.0378,1.3872
ACE 2005 Chinese data set,Chinese relation extraction,-0.36,1.6492
ACE 2005 Chinese data set,correction,-0.6987,1.8432
ACE 2005 Chinese data set,inference mechanisms,0.2069,1.2595
