node1,node2,similarity,distance
Graph Neural Networks,subgraph Federated Learning,-0.371,1.6559
personalized subgraph FL,subgraph Federated Learning,0.0428,1.3836
FEDerated Personalized sUBgraph learning,subgraph Federated Learning,0.8986,0.4503
Graph Neural Networks,personalized subgraph FL,0.8435,0.5594
FEDerated Personalized sUBgraph learning,Graph Neural Networks,-0.5487,1.76
FEDerated Personalized sUBgraph learning,personalized subgraph FL,-0.1769,1.5342
functional embeddings,personalized subgraph FL,-0.1121,1.4914
personalized subgraph FL,server-side aggregation,0.0757,1.3596
FEDerated Personalized sUBgraph learning,functional embeddings,-0.1877,1.5412
FEDerated Personalized sUBgraph learning,server-side aggregation,0.8841,0.4815
functional embeddings,server-side aggregation,-0.0867,1.4742
personalized sparse mask,personalized subgraph FL,0.0778,1.3581
FEDerated Personalized sUBgraph learning,personalized sparse mask,0.1045,1.3383
functional embeddings,personalized sparse mask,0.0496,1.3787
personalized sparse mask,server-side aggregation,-0.0179,1.4268
