node1,node2,similarity,distance
customize,remedy,0.9862,0.1664
adapt,customize,-0.0164,1.4258
adapt,remedy,-0.0128,1.4232
Interactive Bootstrapped Learning,customize,-0.0053,1.4179
customize,interactive teaching,-0.1168,1.4945
Interactive Bootstrapped Learning,remedy,-0.039,1.4416
interactive teaching,remedy,-0.1356,1.5071
Interactive Bootstrapped Learning,adapt,-0.2465,1.579
adapt,interactive teaching,0.426,1.0715
Interactive Bootstrapped Learning,interactive teaching,0.1617,1.2949
Interactive Bootstrapped Learning,machine learning,-0.0589,1.4553
interactive teaching,machine learning,0.0186,1.401
Interactive Bootstrapped Learning,user-iBL dialog,0.0232,1.3977
interactive teaching,user-iBL dialog,0.0572,1.3731
machine learning,user-iBL dialog,0.9787,0.2063
AI technologies,machine learning,-0.0176,1.4266
AI technologies,user-iBL dialog,0.032,1.3914
