node1,node2,similarity,distance
bagging,supervised learning,-0.25,1.5812
bagging,classifiers,-0.2151,1.5589
bagging,multiple-instance learning,-0.0839,1.4723
bagging,resampling,0.9598,0.2835
bagging,shuffling,0.8149,0.6084
classifiers,supervised learning,-0.142,1.5113
multiple-instance learning,supervised learning,-0.0608,1.4566
resampling,supervised learning,-0.0249,1.4317
shuffling,supervised learning,0.0177,1.4017
classifiers,multiple-instance learning,0.9498,0.3169
classifiers,resampling,-0.3105,1.6189
classifiers,shuffling,-0.3209,1.6254
multiple-instance learning,resampling,-0.164,1.5258
multiple-instance learning,shuffling,-0.2789,1.5993
resampling,shuffling,0.8174,0.6044
bagging,instances,-0.2357,1.5721
instances,supervised learning,-0.029,1.4346
classifiers,instances,-0.0053,1.4179
instances,multiple-instance learning,-0.0731,1.465
instances,resampling,-0.2719,1.595
instances,shuffling,-0.3246,1.6277
bag label noise,multiple-instance learning,-0.0604,1.4563
multiple-instance classifier,multiple-instance learning,-0.1248,1.4999
bag label noise,resampling,0.957,0.2934
multiple-instance classifier,resampling,-0.0494,1.4487
bag label noise,shuffling,0.8784,0.4931
multiple-instance classifier,shuffling,-0.4384,1.6961
bag label noise,instances,-0.2557,1.5847
instances,multiple-instance classifier,-0.2117,1.5567
bag label noise,multiple-instance classifier,-0.2321,1.5698
accuracy,resampling,-0.2293,1.568
accuracy,shuffling,-0.0331,1.4374
accuracy,instances,-0.0249,1.4317
accuracy,bag label noise,-0.1402,1.5101
accuracy,multiple-instance classifier,-0.2332,1.5705
