node1,node2,similarity,distance
parameters,statistical translation models,-0.1896,1.5425
alignment,parameters,0.8368,0.5713
parameters,translation quality,0.8265,0.5891
parameters,word-aligned data,-0.399,1.6727
alignment,statistical translation models,0.1118,1.3328
statistical translation models,translation quality,-0.0829,1.4717
statistical translation models,word-aligned data,-0.0988,1.4824
alignment,translation quality,0.5779,0.9188
alignment,word-aligned data,-0.3102,1.6188
translation quality,word-aligned data,-0.2233,1.5642
parameter estimation,parameters,-0.34,1.6371
IBM models,parameters,-0.028,1.4339
alignment error rate,parameters,0.8655,0.5187
Bleu score,parameters,-0.1771,1.5343
parameter estimation,statistical translation models,0.7835,0.6581
IBM models,statistical translation models,-0.3824,1.6628
alignment error rate,statistical translation models,-0.1808,1.5367
Bleu score,statistical translation models,-0.0624,1.4577
alignment,parameter estimation,0.049,1.3791
IBM models,alignment,0.0974,1.3436
alignment,alignment error rate,0.8229,0.5951
Bleu score,alignment,-0.1251,1.5001
parameter estimation,translation quality,-0.2528,1.5829
IBM models,translation quality,-0.2818,1.6011
alignment error rate,translation quality,0.7573,0.6968
Bleu score,translation quality,-0.3284,1.63
parameter estimation,word-aligned data,0.4529,1.046
IBM models,word-aligned data,-0.3223,1.6262
alignment error rate,word-aligned data,-0.0891,1.4759
Bleu score,word-aligned data,-0.2343,1.5712
IBM models,parameter estimation,-0.4947,1.729
alignment error rate,parameter estimation,-0.1019,1.4845
Bleu score,parameter estimation,0.0396,1.3859
IBM models,alignment error rate,-0.0109,1.4219
Bleu score,IBM models,-0.1172,1.4948
Bleu score,alignment error rate,-0.1429,1.5119
