node1,node2,similarity,distance
emotional support,information,0.0535,1.3759
accountability,information,-0.0347,1.4386
information,weight,0.9832,0.1835
discourse,information,0.065,1.3675
accountability,emotional support,0.209,1.2577
emotional support,weight,0.1588,1.297
discourse,emotional support,0.0689,1.3646
accountability,weight,-0.0165,1.4258
accountability,discourse,0.9016,0.4436
discourse,weight,0.1057,1.3374
forum posts,information,-0.0334,1.4376
emotional support,forum posts,0.9633,0.2709
accountability,forum posts,0.1859,1.276
forum posts,weight,0.0389,1.3865
discourse,forum posts,-0.0329,1.4373
goal-oriented forums,weight,0.5744,0.9226
language markers,weight,0.5153,0.9846
discourse,goal-oriented forums,0.5422,0.9568
discourse,language markers,0.5198,0.98
forum posts,goal-oriented forums,0.5941,0.901
forum posts,language markers,0.6383,0.8505
goal-oriented forums,language markers,0.9572,0.2927
