node1,node2,similarity,distance
AI researchers,integrated system,-0.3589,1.6486
components,integrated system,0.9503,0.3152
integrated system,task performance,0.0276,1.3946
AI researchers,components,-0.2632,1.5895
AI researchers,task performance,0.1485,1.305
components,task performance,-0.0695,1.4625
integrated system,planning problems,0.0194,1.4004
AI researchers,planning problems,0.0445,1.3824
components,planning problems,-0.0153,1.425
planning problems,task performance,0.931,0.3715
integrated system,natural language dialogue processing,-0.0495,1.4488
integrated system,interactive planning,-0.3813,1.6621
integrated system,problem solving,0.9792,0.2038
components,natural language dialogue processing,-0.1409,1.5105
components,interactive planning,-0.3353,1.6342
components,problem solving,0.976,0.219
natural language dialogue processing,task performance,0.943,0.3376
interactive planning,task performance,0.8081,0.6196
problem solving,task performance,-0.0878,1.475
natural language dialogue processing,planning problems,0.9353,0.3597
interactive planning,planning problems,0.8834,0.4828
planning problems,problem solving,-0.088,1.4752
interactive planning,natural language dialogue processing,0.8602,0.5289
natural language dialogue processing,problem solving,-0.1894,1.5423
interactive planning,problem solving,-0.4499,1.7029
