node1,node2,similarity,distance
Semantic Linking Maps,active visual object search,0.1875,1.2748
active visual object search,search strategy,-0.0819,1.471
Semantic Linking Maps,search strategy,-0.3667,1.6533
spatial relations,target object’s location,-0.2282,1.5673
active visual object search,spatial relations,0.3251,1.1618
Semantic Linking Maps,spatial relations,0.4473,1.0514
search strategy,spatial relations,-0.0307,1.4358
probabilistic inter-object spatial relations,spatial relations,-0.1685,1.5287
active visual object search,target object’s location,-0.1709,1.5303
Semantic Linking Maps,target object’s location,-0.0568,1.4538
search strategy,target object’s location,-0.3203,1.625
probabilistic inter-object spatial relations,target object’s location,-0.1057,1.4871
active visual object search,probabilistic inter-object spatial relations,-0.4389,1.6964
Semantic Linking Maps,probabilistic inter-object spatial relations,-0.1719,1.531
probabilistic inter-object spatial relations,search strategy,-0.0047,1.4176
Fetch mobile manipulation robot,search strategy,-0.0822,1.4712
