node1,node2,similarity,distance
Large Pre-trained Language Models,language understanding,0.9814,0.1928
Hebrew NLP,morphological boundaries,-0.0353,1.439
AlephBERT,Hebrew NLP,0.0334,1.3904
AlephBERT,morphological boundaries,-0.1288,1.5026
AlephBERT,neural architecture,0.9343,0.3624
AlephBERT,contextualized embedding vectors,0.9365,0.3564
contextualized embedding vectors,neural architecture,0.9667,0.2582
AlephBERT,state-of-the-art results,-0.158,1.5219
neural architecture,state-of-the-art results,-0.375,1.6583
contextualized embedding vectors,state-of-the-art results,-0.3386,1.6362
AlephBERT,Hebrew evaluation suite,0.9721,0.2364
Hebrew evaluation suite,state-of-the-art results,-0.0612,1.4568
