node1,node2,similarity,distance
large kernel estimation errors,small scale structures,-0.134,1.506
blind image deblurring,small scale structures,-0.2185,1.5611
scale space perspective,small scale structures,0.1764,1.2834
cascaded scale space formulation,small scale structures,-0.1806,1.5366
blind image deblurring,large kernel estimation errors,-0.5003,1.7322
large kernel estimation errors,scale space perspective,-0.0587,1.4552
cascaded scale space formulation,large kernel estimation errors,0.9681,0.2525
blind image deblurring,scale space perspective,-0.2281,1.5673
blind image deblurring,cascaded scale space formulation,-0.4457,1.7004
cascaded scale space formulation,scale space perspective,0.0531,1.3762
non-uniform blur,small scale structures,-0.1205,1.497
non-uniform blur,scale space perspective,-0.0891,1.4758
cascaded scale space formulation,non-uniform blur,-0.0996,1.483
blur kernel estimation,non-uniform blur,-0.0431,1.4443
