node1,node2,similarity,distance
allocation,security games,0.902,0.4426
multiple targets,security games,0.1293,1.3196
marginal probabilities,security games,0.924,0.39
allocation,multiple targets,-0.2424,1.5763
allocation,marginal probabilities,0.7966,0.6378
marginal probabilities,multiple targets,0.1897,1.273
implementable,marginal probabilities,0.8052,0.6242
marginal probabilities,mixed strategy,0.2189,1.2499
implementable,mixed strategy,-0.2073,1.5539
graph,security games,-0.2841,1.6026
monitor,security games,-0.1417,1.5111
implementable,security games,0.8905,0.4679
mixed strategy,security games,0.1745,1.2849
graph,monitor,0.9416,0.3419
graph,implementable,-0.2289,1.5678
graph,mixed strategy,0.0449,1.3821
implementable,monitor,-0.0116,1.4224
mixed strategy,monitor,-0.129,1.5026
NP-hardness,security games,-0.2605,1.5878
NP-hardness,graph,-0.1901,1.5428
NP-hardness,monitor,-0.169,1.5291
NP-hardness,implementable,-0.1973,1.5475
NP-hardness,mixed strategy,0.052,1.377
