node1,node2,similarity,distance
imperfect-information games,optimal strategy,0.1036,1.339
action abstraction,subgame solving,-0.1424,1.5116
exploitability,subgame solving,0.0526,1.3765
action abstraction,exploitability,-0.0293,1.4347
Libratus,subgame solving,-0.1988,1.5484
heads-up no-limit Texas hold'em poker,subgame solving,-0.0643,1.459
Libratus,action abstraction,0.9762,0.2184
action abstraction,heads-up no-limit Texas hold'em poker,-0.2149,1.5588
Libratus,exploitability,-0.0369,1.4401
exploitability,heads-up no-limit Texas hold'em poker,-0.2422,1.5762
Libratus,heads-up no-limit Texas hold'em poker,-0.1602,1.5233
