node1,node2,similarity,distance
sequential data,weak supervision,0.804,0.6261
video,weak supervision,-0.0656,1.4598
sequential data,video,-0.204,1.5518
correlations,weak supervision,-0.0729,1.4648
correlations,sequential data,-0.2673,1.5921
correlations,video,0.8966,0.4548
sample complexity,weak supervision,-0.0159,1.4254
sample complexity,sequential data,-0.1763,1.5338
sample complexity,video,0.9849,0.1736
correlations,sample complexity,0.9139,0.4149
probabilistic labels,weak supervision,-0.1285,1.5023
correlations,probabilistic labels,0.9498,0.3169
probabilistic labels,sample complexity,0.9646,0.2661
unobserved accuracy,weak supervision,-0.0206,1.4287
correlations,unobserved accuracy,0.648,0.839
probabilistic labels,unobserved accuracy,0.8328,0.5783
sample complexity,unobserved accuracy,0.8638,0.5218
biomedical video repositories,weak supervision,0.9682,0.2523
F1 points,weak supervision,-0.0469,1.447
probabilistic labels,video,0.9625,0.2738
unobserved accuracy,video,0.8721,0.5058
biomedical video repositories,video,0.0032,1.4119
F1 points,video,0.988,0.1551
biomedical video repositories,correlations,0.0318,1.3916
F1 points,correlations,0.8937,0.4611
biomedical video repositories,probabilistic labels,-0.0434,1.4446
F1 points,probabilistic labels,0.9555,0.2982
biomedical video repositories,unobserved accuracy,0.0408,1.3851
F1 points,unobserved accuracy,0.877,0.4961
biomedical video repositories,sample complexity,0.0474,1.3803
F1 points,biomedical video repositories,0.0276,1.3946
F1 points,sample complexity,0.9903,0.1391
