node1,node2,similarity,distance
tool,willex,-0.5687,1.7713
grammar developers,willex,0.3299,1.1577
annotated corpora,willex,-0.4255,1.6885
parsing errors,willex,-0.1016,1.4843
grammar developers,tool,-0.2076,1.5541
annotated corpora,tool,0.1623,1.2944
parsing errors,tool,-0.0427,1.4441
annotated corpora,grammar developers,-0.7202,1.8548
grammar developers,parsing errors,-0.0356,1.4391
annotated corpora,parsing errors,0.3635,1.1283
parsing results,willex,-0.4309,1.6917
parsing results,tool,0.9043,0.4376
grammar developers,parsing results,0.0362,1.3884
annotated corpora,parsing results,-0.1704,1.53
parsing errors,parsing results,-0.2564,1.5852
HPSG-style grammar,willex,-0.1585,1.5222
HPSG-style grammar,parsing errors,-0.273,1.5956
HPSG-style grammar,parsing results,0.211,1.2562
