node1,node2,similarity,distance
iCub World data-set,object recognition,-0.2254,1.5655
Human-Robot Interaction,iCub World data-set,-0.4947,1.729
ground truth,iCub World data-set,-0.072,1.4643
Human-Robot Interaction,object recognition,-0.2503,1.5813
ground truth,object recognition,-0.0243,1.4313
Human-Robot Interaction,ground truth,-0.0468,1.4469
iCub World data-set,robotics research,-0.2535,1.5833
iCub World data-set,recognition systems,-0.4071,1.6776
object recognition,robotics research,-0.2502,1.5812
object recognition,recognition systems,-0.3087,1.6178
Human-Robot Interaction,robotics research,0.0445,1.3824
Human-Robot Interaction,recognition systems,0.4786,1.0212
ground truth,robotics research,-0.0579,1.4546
ground truth,recognition systems,0.4049,1.091
recognition systems,robotics research,0.1993,1.2655
