node1,node2,similarity,distance
Visprog,neuro-symbolic,-0.2677,1.5923
Visprog,visual tasks,-0.2993,1.612
Visprog,natural language instructions,-0.2688,1.593
neuro-symbolic,visual tasks,0.2548,1.2208
natural language instructions,neuro-symbolic,-0.1607,1.5236
natural language instructions,visual tasks,-0.3779,1.6601
Visprog,incontext learning,-0.0891,1.4758
Visprog,large language models,-0.1864,1.5404
Visprog,python-like modular programs,-0.2701,1.5938
incontext learning,neuro-symbolic,-0.0333,1.4375
large language models,neuro-symbolic,0.9686,0.2505
neuro-symbolic,python-like modular programs,0.9683,0.2516
incontext learning,visual tasks,-0.0206,1.4287
large language models,visual tasks,0.1282,1.3205
python-like modular programs,visual tasks,0.0427,1.3837
incontext learning,natural language instructions,-0.2275,1.5668
large language models,natural language instructions,-0.0789,1.4689
natural language instructions,python-like modular programs,-0.0081,1.4199
incontext learning,large language models,-0.2393,1.5743
incontext learning,python-like modular programs,-0.1256,1.5004
large language models,python-like modular programs,0.9799,0.2003
Visprog,computer vision models,-0.1042,1.4861
Visprog,image processing,-0.2251,1.5653
computer vision models,incontext learning,-0.3663,1.653
image processing,incontext learning,-0.2319,1.5697
computer vision models,large language models,0.3854,1.1087
image processing,large language models,0.993,0.1183
computer vision models,python-like modular programs,0.4074,1.0887
image processing,python-like modular programs,0.9794,0.2029
computer vision models,image processing,0.4726,1.0271
Visprog,language-guided image editing,-0.1956,1.5463
incontext learning,language-guided image editing,-0.2736,1.596
language-guided image editing,large language models,0.0263,1.3955
language-guided image editing,python-like modular programs,0.0787,1.3574
computer vision models,language-guided image editing,0.518,0.9819
image processing,language-guided image editing,0.0674,1.3657
computer vision models,neuro-symbolic,0.2369,1.2354
image processing,neuro-symbolic,0.9539,0.3035
language-guided image editing,neuro-symbolic,-0.0834,1.472
