node1,node2,similarity,distance
computer vision,facial similarity,-0.0476,1.4475
facial features,facial similarity,-0.5046,1.7347
facial similarity,subjective,0.0446,1.3823
computer vision,facial features,-0.2738,1.5961
computer vision,subjective,0.4635,1.0359
facial features,subjective,-0.5384,1.7541
facial similarity,feature vector,0.0877,1.3508
facial key-points,facial similarity,-0.3481,1.642
facial key-points,feature vector,-0.1633,1.5253
facial similarity,functional mapping,-0.3952,1.6704
face spaces,facial similarity,-0.5532,1.7625
feature vector,functional mapping,0.203,1.2626
face spaces,feature vector,-0.4228,1.6869
facial key-points,functional mapping,0.8362,0.5723
face spaces,facial key-points,0.7966,0.6377
face spaces,functional mapping,0.7379,0.7239
facial similarity,perceptual similarity data,-0.2121,1.557
feature vector,perceptual similarity data,-0.4622,1.7101
facial key-points,perceptual similarity data,0.8505,0.5467
functional mapping,perceptual similarity data,0.4585,1.0407
face spaces,perceptual similarity data,0.6983,0.7768
