node1,node2,similarity,distance
deep learning,edge cues,-0.1921,1.5441
category-aware semantic edge detection,edge cues,-0.1938,1.5452
edge cues,multi-label problem,0.0664,1.3665
category-aware semantic edge detection,deep learning,-0.1924,1.5443
deep learning,multi-label problem,-0.2858,1.6036
category-aware semantic edge detection,multi-label problem,0.9343,0.3625
category-aware semantic edge detection,end-to-end deep semantic edge learning architecture,-0.0845,1.4727
ResNet,category-aware semantic edge detection,-0.136,1.5073
end-to-end deep semantic edge learning architecture,multi-label problem,-0.2115,1.5566
ResNet,multi-label problem,-0.2196,1.5618
ResNet,end-to-end deep semantic edge learning architecture,-0.059,1.4553
end-to-end deep semantic edge learning architecture,multi-label loss function,-0.1212,1.4975
ResNet,multi-label loss function,-0.1199,1.4966
end-to-end deep semantic edge learning architecture,state-of-the-art,-0.1278,1.5019
ResNet,state-of-the-art,-0.2418,1.5759
multi-label loss function,state-of-the-art,-0.0494,1.4487
