node1,node2,similarity,distance
fingerprint image preprocessing,quality diagnostic,-0.0505,1.4495
fingerprint image preprocessing,latent fingerprint images,-0.4256,1.6885
fingerprint image preprocessing,forensic analysis,0.9367,0.3558
latent fingerprint images,quality diagnostic,0.0435,1.3831
forensic analysis,quality diagnostic,0.0012,1.4134
forensic analysis,latent fingerprint images,-0.596,1.7866
Spectral Image Validation and Verification,latent fingerprint images,-0.2982,1.6113
SIVV,latent fingerprint images,-0.2706,1.5941
Spectral Image Validation and Verification,forensic analysis,0.1787,1.2816
SIVV,forensic analysis,0.2152,1.2529
SIVV,Spectral Image Validation and Verification,0.3352,1.1531
Spectral Image Validation and Verification,latent space,0.0967,1.3441
SIVV,latent space,-0.2209,1.5626
SIVV,image quality,-0.6502,1.8167
SIVV,fingerprint preprocessing,0.0584,1.3723
image quality,latent space,0.2335,1.2382
fingerprint preprocessing,latent space,0.061,1.3704
fingerprint preprocessing,image quality,-0.1135,1.4923
