node1,node2,similarity,distance
residual learning framework,residual networks,0.0578,1.3727
optimize,residual learning framework,0.8756,0.4989
depth,residual learning framework,-0.0262,1.4326
optimize,residual networks,0.1286,1.3201
depth,residual networks,0.9325,0.3675
depth,optimize,0.0403,1.3855
ImageNet dataset,residual networks,0.1374,1.3135
ImageNet dataset,optimize,-0.0342,1.4382
ImageNet dataset,depth,0.0303,1.3927
error,residual networks,0.1026,1.3397
error,optimize,0.2255,1.2446
ImageNet dataset,error,0.4463,1.0524
depth,error,0.1213,1.3257
depth,visual recognition tasks,-0.2088,1.5548
COCO object detection,depth,-0.3288,1.6302
COCO object detection,visual recognition tasks,0.9703,0.2436
