node1,node2,similarity,distance
coreference resolution,prosodic features,-0.5069,1.736
prosodic features,spoken discourse,0.5813,0.9151
coreference resolution,spoken discourse,-0.0193,1.4278
accent,prosodic features,0.2216,1.2477
machine-learning,prosodic features,-0.1173,1.4948
accent,coreference resolution,-0.4582,1.7078
coreference resolution,machine-learning,0.5612,0.9368
accent,spoken discourse,-0.0822,1.4712
machine-learning,spoken discourse,0.1091,1.3348
accent,machine-learning,-0.3766,1.6593
accent,prosodic boundaries,-0.0776,1.4681
accent,nuclear accent,0.9404,0.3452
machine-learning,prosodic boundaries,-0.1399,1.5099
machine-learning,nuclear accent,-0.377,1.6595
nuclear accent,prosodic boundaries,-0.2752,1.597
