node1,node2,similarity,distance
innovative tool,translators,0.9375,0.3537
innovative tool,translation completions,0.9787,0.2065
English,innovative tool,0.0475,1.3802
French,innovative tool,0.4185,1.0784
Spanish,innovative tool,-0.3643,1.6518
German,innovative tool,0.1493,1.3044
innovative tool,international team,0.9417,0.3413
translation completions,translators,0.929,0.3769
English,translators,-0.1123,1.4915
French,translators,0.2963,1.1863
Spanish,translators,-0.4882,1.7253
German,translators,0.0244,1.3969
international team,translators,0.9073,0.4305
English,translation completions,0.0038,1.4115
French,translation completions,0.4136,1.0829
Spanish,translation completions,-0.3926,1.6689
German,translation completions,0.1044,1.3384
international team,translation completions,0.8957,0.4567
English,French,0.8786,0.4928
English,Spanish,0.8949,0.4585
English,German,0.9479,0.3229
English,international team,-0.13,1.5033
French,Spanish,0.6623,0.8219
French,German,0.9238,0.3905
French,international team,0.1824,1.2787
German,Spanish,0.8305,0.5822
Spanish,international team,-0.5437,1.7571
German,international team,-0.0463,1.4466
