node1,node2,similarity,distance
Partial Domain Adaptation,unsupervised domain adaptation,-0.2111,1.5564
Partial Domain Adaptation,target label space,-0.4773,1.7189
Partial Domain Adaptation,source label space,0.9661,0.2603
target label space,unsupervised domain adaptation,0.7333,0.7304
source label space,unsupervised domain adaptation,-0.1012,1.484
source label space,target label space,-0.3526,1.6447
Implicit Semantic Response Alignment,semantic response,0.0965,1.3443
Implicit Semantic Response Alignment,weighted schema,0.1686,1.2895
semantic response,weighted schema,-0.2707,1.5942
Implicit Semantic Response Alignment,class2vec module,-0.7302,1.8602
class2vec module,semantic response,-0.2789,1.5993
class2vec module,weighted schema,-0.2159,1.5594
cross-domain benchmark datasets,semantic response,-0.1459,1.5139
