node1,node2,similarity,distance
Graph Kernels,Graph Neural Networks,-0.1872,1.5409
quantum graph learning model,quantum parallelism,-0.0029,1.4162
neural tangent kernel,quantum graph learning model,-0.4517,1.7039
multi-head quantum attention mechanism,quantum graph learning model,0.8835,0.4826
neural tangent kernel,quantum parallelism,-0.2542,1.5838
multi-head quantum attention mechanism,quantum parallelism,-0.1672,1.5279
multi-head quantum attention mechanism,neural tangent kernel,-0.2208,1.5626
graph classification benchmarks,quantum graph learning model,0.2996,1.1836
graph classification benchmarks,quantum parallelism,-0.0235,1.4307
graph classification benchmarks,neural tangent kernel,-0.2083,1.5546
graph classification benchmarks,multi-head quantum attention mechanism,-0.0257,1.4322
