node1,node2,similarity,distance
metaphor,simile,0.6728,0.809
computational agent,simile,0.4482,1.0506
computational agent,metaphor,0.0894,1.3495
illustrative examples,simile,-0.6952,1.8413
Sardonicus,simile,-0.5841,1.7799
property-attribution metaphors,simile,0.4331,1.0648
generate apt metaphors,simile,0.3831,1.1107
illustrative examples,metaphor,-0.4547,1.7057
Sardonicus,metaphor,-0.2117,1.5567
metaphor,property-attribution metaphors,0.9181,0.4047
generate apt metaphors,metaphor,0.2736,1.2054
computational agent,illustrative examples,-0.1828,1.538
Sardonicus,computational agent,-0.153,1.5186
computational agent,property-attribution metaphors,-0.215,1.5589
computational agent,generate apt metaphors,0.4559,1.0431
Sardonicus,illustrative examples,0.9269,0.3824
illustrative examples,property-attribution metaphors,-0.1888,1.5419
generate apt metaphors,illustrative examples,-0.4733,1.7166
Sardonicus,property-attribution metaphors,0.0582,1.3724
Sardonicus,generate apt metaphors,-0.5632,1.7682
generate apt metaphors,property-attribution metaphors,-0.031,1.4359
computational agent,tacit knowledge,0.0375,1.3874
illustrative examples,tacit knowledge,0.4164,1.0804
Sardonicus,tacit knowledge,0.6137,0.879
property-attribution metaphors,tacit knowledge,0.0103,1.4069
generate apt metaphors,tacit knowledge,-0.1895,1.5424
metaphor,tacit knowledge,-0.0455,1.4461
