node1,node2,similarity,distance
attributes,semantic relationships,-0.1561,1.5206
attributes,ranking function,-0.3059,1.6161
ranking function,semantic relationships,-0.027,1.4331
attributes,novel images,0.1893,1.2733
novel images,ranking function,-0.5377,1.7537
attributes,generative model,0.0289,1.3936
attributes,zero-shot learning,-0.0708,1.4634
attributes,unseen object category,0.2047,1.2612
generative model,ranking function,-0.1816,1.5372
ranking function,zero-shot learning,0.874,0.5021
ranking function,unseen object category,-0.3749,1.6583
generative model,novel images,-0.4404,1.6973
novel images,zero-shot learning,-0.2445,1.5776
novel images,unseen object category,-0.1384,1.5089
generative model,zero-shot learning,-0.1681,1.5285
generative model,unseen object category,0.7123,0.7585
unseen object category,zero-shot learning,-0.4336,1.6933
attributes,textual descriptions,0.1879,1.2745
novel images,textual descriptions,0.9854,0.1712
generative model,textual descriptions,-0.314,1.6211
textual descriptions,zero-shot learning,-0.2087,1.5548
textual descriptions,unseen object category,-0.0847,1.4729
attributes,faces,-0.074,1.4656
attributes,natural scenes,-0.3343,1.6336
faces,generative model,-0.3858,1.6648
generative model,natural scenes,-0.304,1.6149
faces,zero-shot learning,-0.1198,1.4965
natural scenes,zero-shot learning,-0.3091,1.6181
faces,unseen object category,0.1646,1.2926
natural scenes,unseen object category,0.2841,1.1966
faces,textual descriptions,0.2211,1.2481
natural scenes,textual descriptions,0.1222,1.325
faces,natural scenes,0.8876,0.4742
