node1,node2,similarity,distance
convergence,real-time search,0.1401,1.3114
real-time search,shortest path,0.2216,1.2478
convergence,shortest path,0.897,0.4539
real-time search,successors,0.2337,1.238
f-values,real-time search,-0.2308,1.5689
convergence,successors,0.9778,0.2106
convergence,f-values,0.9117,0.4203
shortest path,successors,0.9502,0.3157
f-values,shortest path,0.7346,0.7286
f-values,successors,0.8433,0.5598
FALCONS,real-time search,0.8535,0.5413
FALCONS,convergence,-0.2981,1.6113
FALCONS,successors,-0.2284,1.5674
FALCONS,f-values,-0.5888,1.7826
action executions,real-time search,0.5205,0.9793
FALCONS,shortest path,-0.2104,1.5559
action executions,shortest path,0.6708,0.8114
action executions,successors,0.7943,0.6413
action executions,f-values,0.5123,0.9876
FALCONS,action executions,0.0642,1.3681
action executions,convergence,0.7474,0.7108
