node1,node2,similarity,distance
multi-view observations,probabilistic framework,-0.079,1.469
Bayesian extension,multi-view observations,-0.029,1.4346
image-to-image translation,multi-view observations,-0.0505,1.4495
multi-view observations,probabilistic plant 3D model,-0.1004,1.4835
Bayesian extension,probabilistic framework,-0.2719,1.5949
image-to-image translation,probabilistic framework,-0.2354,1.5719
probabilistic framework,probabilistic plant 3D model,0.3774,1.1158
Bayesian extension,image-to-image translation,0.9246,0.3882
Bayesian extension,probabilistic plant 3D model,-0.1434,1.5122
image-to-image translation,probabilistic plant 3D model,-0.2315,1.5694
