node1,node2,similarity,distance
control processors,embedded real-time gadgets,-0.0484,1.448
embedded real-time gadgets,programming,0.0789,1.3573
embedded real-time gadgets,real-time deductive engines,-0.1383,1.5089
control processors,programming,0.8995,0.4483
control processors,real-time deductive engines,0.1264,1.3218
programming,real-time deductive engines,-0.3067,1.6166
embedded real-time gadgets,incremental propositional deductive database,0.9516,0.3111
LTMS,embedded real-time gadgets,0.9657,0.2621
control processors,incremental propositional deductive database,-0.1884,1.5417
LTMS,control processors,-0.2502,1.5813
incremental propositional deductive database,programming,0.0237,1.3974
LTMS,programming,-0.1147,1.4931
incremental propositional deductive database,real-time deductive engines,-0.3126,1.6202
LTMS,real-time deductive engines,-0.1335,1.5057
LTMS,incremental propositional deductive database,0.9758,0.2201
LTMS,context switch,0.8785,0.4931
ITMS,LTMS,0.9516,0.3111
ITMS,context switch,0.9592,0.2857
LTMS,processing unchanged consequences,-0.457,1.7071
LTMS,spacecraft control,0.4241,1.0732
context switch,processing unchanged consequences,-0.238,1.5735
context switch,spacecraft control,0.6015,0.8927
ITMS,processing unchanged consequences,-0.3584,1.6483
ITMS,spacecraft control,0.5315,0.968
processing unchanged consequences,spacecraft control,0.5605,0.9375
