node1,node2,similarity,distance
games,real-valued strategies,0.1041,1.3386
games,payoff information,-0.1206,1.4971
data,games,0.4167,1.0801
payoff information,real-valued strategies,-0.0163,1.4257
data,real-valued strategies,0.2525,1.2227
data,payoff information,0.1504,1.3036
games,symmetry,0.1098,1.3343
real-valued strategies,symmetry,-0.123,1.4987
payoff information,symmetry,-0.4999,1.732
data,symmetry,0.2539,1.2215
symmetry,two-player,-0.227,1.5665
first-price sealed-bid auction,symmetry,-0.4928,1.7279
five-player,symmetry,0.1397,1.3117
market-based scheduling game,symmetry,0.1079,1.3357
first-price sealed-bid auction,two-player,0.1637,1.2933
five-player,two-player,0.8621,0.5252
market-based scheduling game,two-player,0.7402,0.7209
first-price sealed-bid auction,five-player,-0.0173,1.4264
first-price sealed-bid auction,market-based scheduling game,-0.0199,1.4282
five-player,market-based scheduling game,0.9293,0.3761
