node1,node2,similarity,distance
English,end-to-end deep learning,0.2294,1.2414
Mandarin Chinese,end-to-end deep learning,0.0288,1.3937
end-to-end deep learning,neural networks,-0.2774,1.5984
end-to-end deep learning,noisy environments,-0.1955,1.5463
English,Mandarin Chinese,-0.0228,1.4302
English,neural networks,-0.1908,1.5432
English,noisy environments,-0.0142,1.4242
Mandarin Chinese,neural networks,-0.6053,1.7918
Mandarin Chinese,noisy environments,-0.0257,1.4322
neural networks,noisy environments,-0.0171,1.4263
HPC techniques,end-to-end deep learning,0.1057,1.3374
English,HPC techniques,0.9479,0.3226
HPC techniques,Mandarin Chinese,-0.0927,1.4783
HPC techniques,neural networks,-0.0564,1.4535
HPC techniques,noisy environments,-0.2101,1.5557
Batch Dispatch,GPUs,0.0587,1.3721
Batch Dispatch,low latency,-0.1343,1.5062
GPUs,low latency,-0.0008,1.4148
