node1,node2,similarity,distance
bandit convex optimization,regret,-0.0166,1.4259
bandit convex optimization,lower bound,0.0577,1.3728
lower bound,regret,-0.2435,1.577
bandit convex optimization,smooth,-0.3054,1.6158
regret,smooth,-0.1106,1.4904
lower bound,smooth,-0.4232,1.6872
efficient algorithm,regret,-0.3227,1.6264
efficient algorithm,smooth,-0.338,1.6358
open problem,regret,-0.0386,1.4413
efficient algorithm,lower bound,0.92,0.4001
lower bound,open problem,-0.3655,1.6526
open problem,smooth,0.9397,0.3473
efficient algorithm,open problem,-0.3382,1.636
