node1,node2,similarity,distance
dialogue partner,speech,-0.2632,1.5894
back-channel-preceding cues,speech,0.0563,1.3738
Columbia Games Corpus,speech,0.0879,1.3506
entrainment,speech,-0.1255,1.5003
back-channel-preceding cues,dialogue partner,-0.1285,1.5023
Columbia Games Corpus,dialogue partner,-0.2179,1.5607
dialogue partner,entrainment,-0.0823,1.4713
Columbia Games Corpus,back-channel-preceding cues,-0.2389,1.5741
back-channel-preceding cues,entrainment,-0.3012,1.6132
Columbia Games Corpus,entrainment,-0.0019,1.4156
conversation quality,speech,0.8249,0.5918
conversation quality,dialogue partner,-0.2143,1.5584
back-channel-preceding cues,conversation quality,0.161,1.2954
Columbia Games Corpus,conversation quality,0.4741,1.0256
conversation quality,entrainment,-0.2715,1.5947
back-channel-preceding cues,dialogue coordination,-0.0763,1.4672
back-channel-preceding cues,task success,-0.2989,1.6117
Columbia Games Corpus,dialogue coordination,0.2898,1.1918
Columbia Games Corpus,task success,-0.1067,1.4877
dialogue coordination,entrainment,-0.273,1.5956
entrainment,task success,0.9628,0.2727
conversation quality,dialogue coordination,0.4065,1.0895
conversation quality,task success,-0.2197,1.5619
dialogue coordination,task success,-0.1776,1.5347
