node1,node2,similarity,distance
Fermat paths,transient camera,-0.1509,1.5172
Fermat paths,specular reflection,-0.2871,1.6044
Fermat paths,hidden object,-0.0549,1.4525
specular reflection,transient camera,-0.1807,1.5367
hidden object,transient camera,-0.1647,1.5262
hidden object,specular reflection,-0.093,1.4785
Fermat paths,discontinuities,0.1052,1.3377
discontinuities,transient camera,-0.09,1.4765
discontinuities,specular reflection,-0.2334,1.5706
discontinuities,hidden object,-0.2766,1.5979
Fermat paths,surface normal,-0.2834,1.6021
specular reflection,surface normal,0.9833,0.1829
hidden object,surface normal,-0.1354,1.5069
discontinuities,surface normal,-0.2838,1.6024
Fermat Flow,Fermat paths,0.9892,0.1469
Fermat paths,non-line-of-sight,-0.2574,1.5858
Fermat Flow,discontinuities,0.1897,1.2731
discontinuities,non-line-of-sight,-0.1586,1.5222
Fermat Flow,surface normal,-0.3207,1.6252
non-line-of-sight,surface normal,-0.1196,1.4964
Fermat Flow,non-line-of-sight,-0.2174,1.5604
discontinuities,shape recovery,0.5289,0.9707
shape recovery,surface normal,-0.5055,1.7352
Fermat Flow,shape recovery,-0.1527,1.5183
non-line-of-sight,shape recovery,0.67,0.8125
Fermat Flow,transient imaging,-0.1506,1.5169
non-line-of-sight,transient imaging,0.0144,1.404
shape recovery,transient imaging,0.0304,1.3925
