node1,node2,similarity,distance
navigation application,telephone application,-0.066,1.4602
interaction,navigation application,-0.0125,1.423
interaction,telephone application,0.1894,1.2733
interruption,navigation application,0.0633,1.3687
navigation application,resumption strategies,0.2557,1.2201
interruption,telephone application,0.3259,1.1611
resumption strategies,telephone application,-0.0274,1.4334
interaction,interruption,0.9207,0.3981
interaction,resumption strategies,-0.7575,1.8748
interruption,resumption strategies,-0.7695,1.8812
