node1,node2,similarity,distance
Aspect-based Sentiment Analysis,financial aspects,0.9093,0.426
Aspect-based Sentiment Analysis,microblog messages,-0.1025,1.4849
financial aspects,microblog messages,-0.3179,1.6235
Aspect-based Sentiment Analysis,stock-investment taxonomy,0.0531,1.3762
Aspect-based Sentiment Analysis,implicit aspects,0.9203,0.3993
financial aspects,stock-investment taxonomy,-0.0648,1.4593
financial aspects,implicit aspects,0.9144,0.4138
microblog messages,stock-investment taxonomy,-0.1037,1.4857
implicit aspects,microblog messages,-0.2324,1.5699
implicit aspects,stock-investment taxonomy,0.0253,1.3962
financial aspects,unsupervised methods,-0.3057,1.616
microblog messages,unsupervised methods,0.9649,0.2649
stock-investment taxonomy,unsupervised methods,-0.0244,1.4314
implicit aspects,unsupervised methods,-0.2526,1.5828
explicit aspects,stock-investment taxonomy,0.9074,0.4304
explicit aspects,implicit aspects,0.0144,1.404
explicit aspects,unsupervised methods,-0.2202,1.5622
