node1,node2,similarity,distance
machine learning,recommendation,0.5194,0.9804
machine learning,social curation networks,-0.2864,1.604
recommendation,social curation networks,-0.5648,1.7691
deep model,machine learning,-0.2704,1.594
feature representations,machine learning,0.0513,1.3774
deep model,recommendation,-0.5452,1.758
feature representations,recommendation,0.3357,1.1527
deep model,social curation networks,0.8975,0.4527
feature representations,social curation networks,-0.2322,1.5698
deep model,feature representations,0.0689,1.3646
social curation networks,user-image networks,0.6676,0.8154
deep model,user-image networks,0.8384,0.5684
feature representations,user-image networks,0.3815,1.1122
image recommendation,recommendation,0.4738,1.0259
feature learning approach,recommendation,0.5449,0.9541
feature learning approach,image recommendation,0.9729,0.2327
