node1,node2,similarity,distance
composite optimization,statistical recovery,-0.3438,1.6394
composite optimization,smooth loss,0.5173,0.9826
composite optimization,non-smooth regularizer,0.3824,1.1114
smooth loss,statistical recovery,-0.6471,1.815
non-smooth regularizer,statistical recovery,-0.2135,1.5579
non-smooth regularizer,smooth loss,-0.0233,1.4306
composite optimization,strong convexity,0.506,0.9939
statistical recovery,strong convexity,-0.5363,1.7529
Fast Federated Dual Averaging,statistical recovery,-0.1025,1.485
smooth loss,strong convexity,0.9528,0.3072
Fast Federated Dual Averaging,smooth loss,0.0677,1.3655
Fast Federated Dual Averaging,strong convexity,0.0752,1.36
Multi-stage Federated Dual Averaging,smooth loss,0.0136,1.4045
Fast Federated Dual Averaging,Multi-stage Federated Dual Averaging,0.9148,0.4129
Multi-stage Federated Dual Averaging,statistical recovery,-0.0582,1.4548
